"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Hispanic or Latino"," !!Total:!!Not Hispanic or Latino:"," !!Total:!!Not Hispanic or Latino:!!Population of one race:"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!White alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Black or African American alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Asian alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Some Other Race alone"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"0500000US48001","Anderson County, Texas","57922","11111","46811","45228","33098","11430","193","381","13","113","1583","1506","465","680","83","14","213","28","10","0","5","5","0","0","3","0","0","59","29","0","2","10","8","6","3","0","0","1","0","0","0","0","0","0","0","0","0","0","13","3","0","7","2","0","0","0","0","1","0","0","0","0","0","0","2","0","2","0","0","0","0","3","3"
"0500000US48003","Andrews County, Texas","18610","10400","8210","7844","7405","192","96","102","0","49","366","345","71","201","14","1","49","1","1","0","0","0","0","0","3","4","0","21","10","0","4","3","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48005","Angelina County, Texas","86395","19732","66663","64159","49970","12872","200","891","30","196","2504","2428","690","1091","164","10","369","54","16","0","22","0","0","7","0","4","1","67","37","2","0","16","0","1","3","2","0","1","0","3","0","0","0","0","0","0","0","2","8","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US48007","Aransas County, Texas","23830","6158","17672","16772","15816","241","142","480","15","78","900","877","69","470","94","5","217","0","1","5","1","2","0","0","12","1","0","21","7","0","0","0","2","0","4","0","4","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0"
"0500000US48009","Archer County, Texas","8560","742","7818","7496","7356","30","71","18","0","21","322","302","49","156","19","0","69","0","2","0","1","2","0","0","2","2","0","14","5","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48011","Armstrong County, Texas","1848","144","1704","1628","1593","6","17","10","0","2","76","74","10","46","2","1","12","0","0","1","1","0","0","1","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48013","Atascosa County, Texas","48981","31178","17803","16884","16066","340","116","170","15","177","919","871","117","399","71","7","249","4","6","1","0","0","0","0","14","2","1","42","10","13","5","3","4","0","1","5","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48015","Austin County, Texas","30167","8052","22115","21226","18480","2352","78","201","8","107","889","883","192","379","61","4","209","18","4","0","12","0","4","0","0","0","0","6","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48017","Bailey County, Texas","6904","4540","2364","2298","2190","49","24","8","0","27","66","59","4","29","0","0","13","0","0","0","5","0","0","8","0","0","0","7","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48019","Bandera County, Texas","20851","4010","16841","15975","15595","102","101","95","11","71","866","822","96","392","69","14","231","8","0","1","3","0","0","0","8","0","0","40","13","1","8","1","0","0","6","5","6","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48021","Bastrop County, Texas","97216","41484","55732","52721","45751","5460","312","718","63","417","3011","2873","633","1218","299","30","587","34","20","1","32","0","2","4","13","0","0","127","53","10","0","24","22","0","1","13","0","2","0","1","1","0","0","0","0","0","0","0","11","5","0","0","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48023","Baylor County, Texas","3465","439","3026","2877","2797","52","11","9","0","8","149","144","30","58","7","4","32","3","4","0","6","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48025","Bee County, Texas","31047","19392","11655","11248","8600","2316","54","211","2","65","407","393","70","145","30","11","110","8","0","0","8","4","0","0","6","0","1","10","3","0","0","0","2","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3"
"0500000US48027","Bell County, Texas","370647","93467","277180","255388","156780","80759","1448","10884","3454","2063","21792","19773","6533","4501","3167","434","2010","812","831","352","634","30","33","21","363","46","6","1831","622","424","58","132","117","23","31","259","24","0","29","18","24","64","2","0","0","0","0","4","171","76","22","25","16","14","0","14","2","0","0","0","0","0","2","0","17","6","10","0","1","0","0","0","0"
"0500000US48029","Bexar County, Texas","2009324","1190958","818366","764322","535732","147875","4554","65217","2726","8218","54044","49863","12318","10874","12631","819","7146","1445","1846","294","1081","128","26","65","920","238","32","3828","1178","803","113","298","322","65","113","566","96","12","76","6","45","85","25","3","11","0","1","10","302","110","18","75","48","9","0","24","0","0","13","4","1","0","0","0","51","23","26","2","0","0","0","0","0"
"0500000US48031","Blanco County, Texas","11374","2092","9282","8919","8707","68","36","38","0","70","363","358","32","182","37","12","86","0","0","0","0","0","0","0","0","9","0","5","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48033","Borden County, Texas","631","86","545","530","528","1","0","0","0","1","15","9","1","0","3","0","1","2","1","0","0","0","0","0","0","1","0","5","0","0","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48035","Bosque County, Texas","18235","3321","14914","14060","13621","244","83","80","3","29","854","826","135","429","43","1","201","10","5","0","1","0","0","0","1","0","0","26","5","1","0","12","0","1","0","2","0","0","0","0","0","0","3","0","2","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48037","Bowie County, Texas","92893","7602","85291","80976","55855","23084","554","1082","69","332","4315","4117","1313","1767","258","38","447","158","48","2","83","0","1","0","2","0","0","190","96","13","8","20","8","0","12","13","4","0","9","0","3","4","0","0","0","0","0","0","8","0","0","5","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48039","Brazoria County, Texas","372031","115202","256829","244257","161833","53668","1022","26231","129","1374","12572","11952","2743","3948","2034","86","2022","250","294","47","336","34","2","12","100","44","0","574","255","91","19","56","53","0","15","51","12","0","2","0","12","4","4","0","0","0","0","0","40","16","0","5","3","3","2","3","0","0","0","5","0","0","3","0","6","6","0","0","0","0","0","0","0"
"0500000US48041","Brazos County, Texas","233849","63067","170782","162946","123035","23569","502","14621","210","1009","7836","7510","1594","2470","1592","79","1379","127","66","19","110","6","3","4","48","12","1","294","147","17","8","22","28","7","12","26","9","0","5","0","0","11","0","2","0","0","0","0","32","6","15","1","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48043","Brewster County, Texas","9546","3963","5583","5301","4948","162","30","94","11","56","282","257","19","124","22","2","70","10","10","0","0","0","0","0","0","0","0","23","6","1","1","0","11","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48045","Briscoe County, Texas","1435","368","1067","1032","1008","17","4","0","0","3","35","29","0","23","1","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48047","Brooks County, Texas","7076","6242","834","782","724","8","9","29","0","12","52","34","2","12","0","4","8","6","0","0","0","0","0","2","0","0","0","16","4","2","0","4","0","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48049","Brown County, Texas","38095","8211","29884","28551","26672","1353","134","269","27","96","1333","1276","261","664","64","9","243","20","0","0","0","2","3","3","7","0","0","55","28","0","6","0","8","6","0","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0"
"0500000US48051","Burleson County, Texas","17642","3712","13930","13279","11258","1852","65","70","0","34","651","615","124","253","18","6","187","5","0","6","6","0","0","0","10","0","0","34","26","0","0","0","1","2","0","1","0","0","0","0","0","4","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48053","Burnet County, Texas","49130","11199","37931","36157","34810","579","183","424","14","147","1774","1690","212","946","124","5","380","7","0","0","13","0","0","0","2","0","1","73","33","10","3","0","4","0","6","16","0","0","1","0","0","0","0","0","0","0","0","0","10","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48055","Caldwell County, Texas","45883","25468","20415","19323","16560","2225","129","227","4","178","1092","1047","271","459","85","0","198","15","3","5","6","0","0","0","0","5","0","34","18","0","0","6","0","1","1","4","4","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0","2","0","0","0","0","0","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48057","Calhoun County, Texas","20106","9858","10248","9937","8374","361","34","1112","0","56","311","294","39","138","18","6","83","1","0","0","0","0","0","2","7","0","0","17","7","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48059","Callahan County, Texas","13708","1306","12402","11848","11555","118","66","52","7","50","554","536","105","287","33","6","96","1","0","2","1","0","0","4","1","0","0","16","0","6","0","4","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48061","Cameron County, Texas","421017","376680","44337","42399","37107","1405","365","2596","80","846","1938","1861","265","601","242","28","617","20","18","5","22","5","0","2","29","4","3","62","20","8","4","12","0","3","0","10","2","0","2","0","0","1","0","0","0","0","0","0","11","2","0","7","2","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","2","2"
"0500000US48063","Camp County, Texas","12464","3222","9242","8786","6734","1877","28","105","8","34","456","440","138","205","12","8","59","12","0","0","5","0","0","0","0","1","0","14","3","0","0","0","2","0","0","6","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48065","Carson County, Texas","5807","558","5249","4965","4873","19","46","19","1","7","284","262","38","185","1","0","34","0","0","0","3","0","0","0","0","0","1","12","0","1","2","3","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","1","10","5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48067","Cass County, Texas","28454","1336","27118","25916","21028","4518","155","119","10","86","1202","1129","251","590","50","15","158","34","3","1","19","0","0","1","6","1","0","68","34","2","0","12","0","3","6","2","0","0","0","6","0","1","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","2","0","2","0","0","0","0","0"
"0500000US48069","Castro County, Texas","7371","4784","2587","2497","2328","95","39","22","4","9","90","70","12","40","0","2","5","2","0","0","0","6","0","0","0","3","0","15","6","0","0","1","3","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","5","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48071","Chambers County, Texas","46571","10952","35619","34004","29858","3148","161","622","0","215","1615","1554","270","683","166","10","327","22","11","13","39","1","0","0","3","9","0","52","27","1","2","17","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0","0","0","0","0","0"
"0500000US48073","Cherokee County, Texas","50412","11797","38615","36986","30095","6359","128","263","18","123","1629","1565","460","735","88","7","223","31","8","0","13","0","0","0","0","0","0","56","25","8","0","2","6","1","10","0","0","0","0","0","0","1","0","2","1","0","0","0","5","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48075","Childress County, Texas","6664","1942","4722","4513","3852","572","20","51","2","16","209","191","46","85","11","11","22","0","3","7","0","4","0","0","0","2","0","9","0","0","0","6","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","3","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48077","Clay County, Texas","10218","641","9577","9135","8941","35","78","50","0","31","442","413","44","271","17","0","80","0","0","0","1","0","0","0","0","0","0","22","11","0","0","1","0","0","2","1","0","2","0","0","4","1","0","0","0","0","0","0","7","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48079","Cochran County, Texas","2547","1527","1020","980","912","62","6","0","0","0","40","37","2","16","3","0","14","0","0","0","0","0","0","2","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48081","Coke County, Texas","3285","661","2624","2508","2473","7","15","1","6","6","116","113","2","66","5","1","38","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48083","Coleman County, Texas","7684","1192","6492","6252","6013","142","36","32","0","29","240","230","44","141","0","3","28","5","4","0","1","0","0","0","4","0","0","10","5","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48085","Collin County, Texas","1064465","169158","895307","848334","542472","108100","3874","188365","613","4910","46973","44525","8531","12467","12565","447","6984","872","870","61","707","186","23","23","386","387","16","2283","802","386","27","206","317","10","54","324","98","2","6","1","0","31","14","5","0","0","0","0","153","70","3","28","15","6","0","24","0","0","5","2","0","0","0","0","10","9","1","0","0","0","0","2","2"
"0500000US48087","Collingsworth County, Texas","2652","832","1820","1756","1617","108","23","7","1","0","64","48","2","30","0","0","8","2","0","0","0","0","1","0","5","0","0","16","0","0","2","5","2","0","0","3","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48089","Colorado County, Texas","20557","5990","14567","14117","11761","2222","13","80","0","41","450","430","105","182","39","0","96","0","0","4","2","0","0","0","2","0","0","18","2","0","0","7","0","0","5","0","0","0","0","0","0","3","0","0","1","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48091","Comal County, Texas","161501","43590","117911","112019","105250","3584","514","1844","127","700","5892","5612","727","2334","976","78","1331","48","27","3","24","21","0","1","31","1","10","254","69","38","3","31","32","3","14","58","2","2","0","0","2","0","0","0","0","0","0","0","18","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","8","6","1","1","0","0","0","0","0"
"0500000US48093","Comanche County, Texas","13594","3867","9727","9350","9197","39","49","38","3","24","377","360","32","248","12","6","57","5","0","0","0","0","0","0","0","0","0","14","1","0","0","0","2","4","3","0","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48095","Concho County, Texas","3303","1033","2270","2211","2097","69","9","19","1","16","59","48","5","17","4","0","12","5","0","0","1","0","1","0","3","0","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48097","Cooke County, Texas","41668","8519","33149","31390","29404","1181","360","307","13","125","1759","1691","285","966","99","5","308","9","0","1","8","0","2","0","6","1","1","68","47","3","3","5","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48099","Coryell County, Texas","83093","16482","66611","61633","46213","11760","414","1816","1041","389","4978","4613","1461","1194","719","91","569","102","146","68","143","7","4","5","101","3","0","351","152","69","10","30","23","9","12","43","0","2","0","0","0","0","0","0","1","0","0","0","9","5","0","0","3","0","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","2","2"
"0500000US48101","Cottle County, Texas","1380","327","1053","1001","902","96","2","0","1","0","52","38","7","22","0","0","3","1","0","0","0","0","0","0","5","0","0","12","0","3","2","0","0","0","0","2","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0"
"0500000US48103","Crane County, Texas","4675","3158","1517","1449","1342","70","14","22","0","1","68","58","3","40","1","2","6","0","0","0","0","1","0","3","2","0","0","9","0","2","0","3","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"0500000US48105","Crockett County, Texas","3098","1920","1178","1126","1080","18","9","10","0","9","52","47","1","27","0","2","10","1","2","0","0","0","0","3","0","1","0","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
