"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US48107","Crosby County, Texas","5133","2829","2304","2219","2076","117","8","12","0","6","85","71","6","36","2","2","22","0","0","3","0","0","0","0","0","0","0","14","3","0","0","3","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48109","Culberson County, Texas","2188","1645","543","507","445","20","11","28","0","3","36","32","5","6","12","0","4","0","1","0","0","0","1","2","1","0","0","4","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48111","Dallam County, Texas","7115","3707","3408","3267","3119","74","51","10","3","10","141","137","47","67","3","0","13","2","0","5","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48113","Dallas County, Texas","2613539","1057835","1555704","1488950","724987","564741","6743","181314","1175","9990","66754","62273","15601","16083","11841","511","8976","3932","1753","300","1953","292","17","107","440","454","13","4071","1868","581","60","400","312","44","98","297","103","6","83","9","89","74","35","7","3","2","0","0","358","147","8","123","19","23","1","34","0","0","3","0","0","0","0","0","52","36","11","0","0","5","0","0","0"
"0500000US48115","Dawson County, Texas","12456","6767","5689","5537","4590","847","23","56","4","17","152","133","29","50","8","0","37","4","0","0","5","0","0","0","0","0","0","13","3","0","0","2","3","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48117","Deaf Smith County, Texas","18583","13925","4658","4471","4233","107","47","44","0","40","187","184","46","85","7","1","41","0","0","0","0","4","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48119","Delta County, Texas","5230","394","4836","4615","4189","312","42","37","5","30","221","214","53","141","4","1","12","0","0","0","0","0","2","0","1","0","0","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48121","Denton County, Texas","906422","182778","723644","681924","485646","95386","3582","92751","650","3909","41720","39439","8212","12944","8543","494","6066","1018","782","97","616","145","2","24","271","216","9","2096","822","336","27","157","276","25","52","254","61","12","25","5","13","12","9","7","0","0","0","3","175","76","4","39","27","0","0","23","2","0","4","0","0","0","0","0","10","8","0","0","2","0","0","0","0"
"0500000US48123","DeWitt County, Texas","19824","6890","12934","12550","10854","1557","32","70","2","35","384","360","93","157","8","0","93","4","0","1","1","0","1","0","2","0","0","17","7","2","0","0","1","0","0","5","0","0","0","0","2","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US48125","Dickens County, Texas","1770","512","1258","1206","1178","18","0","1","2","7","52","41","10","16","1","3","9","0","0","0","0","0","0","0","1","0","1","5","0","0","0","1","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0"
"0500000US48127","Dimmit County, Texas","8615","7487","1128","1068","898","72","8","68","10","12","60","56","7","20","6","0","20","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48129","Donley County, Texas","3258","356","2902","2748","2537","167","27","10","1","6","154","140","26","88","7","2","10","0","0","0","0","1","0","0","6","0","0","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48131","Duval County, Texas","9831","7962","1869","1148","937","145","13","45","0","8","721","709","10","9","7","0","673","5","0","0","3","1","0","1","0","0","0","8","0","2","0","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48133","Eastland County, Texas","17725","2934","14791","14221","13653","335","96","95","16","26","570","535","77","321","32","2","90","8","4","0","0","0","0","0","1","0","0","34","16","0","0","3","2","0","1","5","4","1","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48135","Ector County, Texas","165171","100051","65120","62097","51023","7430","568","2257","327","492","3023","2927","698","1227","342","30","484","37","19","10","40","1","0","12","5","22","0","92","43","6","3","16","9","0","3","0","7","0","3","0","0","2","0","0","0","0","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48137","Edwards County, Texas","1422","718","704","672","651","2","5","11","1","2","32","21","0","16","0","0","0","4","0","0","0","0","0","1","0","0","0","10","0","0","0","0","0","1","2","3","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US48139","Ellis County, Texas","192455","52032","140423","133460","106495","23738","710","1525","202","790","6963","6673","1521","2880","668","86","1145","159","75","13","71","7","4","8","25","11","0","256","150","24","0","28","21","6","3","20","0","0","4","0","0","0","0","0","0","0","0","0","30","5","0","11","7","0","1","6","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0"
"0500000US48141","El Paso County, Texas","865657","715351","150306","139640","98219","24415","2365","10692","1527","2422","10666","9874","2517","1919","2377","200","1470","306","354","93","307","11","6","28","256","29","1","707","201","148","11","56","89","14","33","89","3","1","17","0","7","21","0","5","3","3","0","6","78","52","0","12","2","3","0","3","1","0","5","0","0","0","0","0","7","6","1","0","0","0","0","0","0"
"0500000US48143","Erath County, Texas","42545","9254","33291","31880","30006","1194","215","348","13","104","1411","1285","193","696","101","2","231","6","4","2","6","6","0","5","32","1","0","122","70","5","3","32","1","2","0","5","0","0","0","0","0","4","0","0","0","0","0","0","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48145","Falls County, Texas","16968","3965","13003","12571","8707","3708","55","51","8","42","432","407","127","149","14","0","92","8","4","0","8","5","0","0","0","0","0","23","14","0","1","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48147","Fannin County, Texas","35662","4218","31444","29827","27042","2199","309","145","20","112","1617","1568","278","919","119","2","215","12","6","5","4","8","0","0","0","0","0","46","31","0","1","4","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48149","Fayette County, Texas","24435","5216","19219","18619","17041","1383","50","67","6","72","600","574","158","236","27","2","138","7","0","0","1","2","0","0","2","1","0","22","15","0","0","0","0","0","1","4","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0"
"0500000US48151","Fisher County, Texas","3672","973","2699","2629","2496","92","15","13","2","11","70","66","19","33","0","1","12","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0"
"0500000US48153","Floyd County, Texas","5402","3067","2335","2237","2079","125","7","12","1","13","98","85","18","28","12","2","14","10","0","0","0","0","0","1","0","0","0","10","4","0","0","0","1","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48155","Foard County, Texas","1095","197","898","870","845","19","0","3","1","2","28","24","4","12","0","2","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48157","Fort Bend County, Texas","822779","198580","624199","598812","243726","167964","1269","181522","276","4055","25387","23901","5123","3862","7238","152","3827","728","900","114","971","236","17","20","323","385","5","1311","445","263","5","133","162","3","29","90","67","2","13","3","24","21","33","0","0","7","0","11","163","89","2","35","11","13","0","10","0","0","0","0","3","0","0","0","12","5","4","3","0","0","0","0","0"
"0500000US48159","Franklin County, Texas","10359","1455","8904","8444","7876","394","39","68","6","61","460","446","60","269","19","5","73","5","0","8","7","0","0","0","0","0","0","9","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48161","Freestone County, Texas","19435","3155","16280","15744","12817","2740","64","66","11","46","536","515","175","215","18","0","71","21","2","0","4","1","0","0","8","0","0","17","0","9","1","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48163","Frio County, Texas","18385","14171","4214","4096","3053","705","49","199","9","81","118","113","20","32","1","0","59","0","0","0","0","0","0","1","0","0","0","5","0","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48165","Gaines County, Texas","21598","8401","13197","12958","12554","241","42","72","3","46","239","220","16","118","11","2","56","6","5","0","0","6","0","0","0","0","0","14","0","1","1","0","7","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","3","0","0","0","0","0"
"0500000US48167","Galveston County, Texas","350682","88636","262046","249394","191358","43120","1036","12202","223","1455","12652","12043","2517","4350","2012","146","2265","204","153","11","225","26","5","11","85","33","0","555","211","73","4","57","71","4","22","76","15","7","0","0","4","0","5","0","0","0","6","0","46","6","2","9","10","8","0","8","3","0","0","0","0","0","0","0","7","7","0","0","0","0","0","1","1"
"0500000US48169","Garza County, Texas","5816","3272","2544","2455","2162","230","28","25","0","10","89","68","29","11","2","0","15","0","2","1","1","0","1","2","4","0","0","17","12","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48171","Gillespie County, Texas","26725","5766","20959","20265","19884","84","69","127","1","100","694","675","61","359","44","9","185","7","3","7","0","0","0","0","0","0","0","13","0","7","0","0","1","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48173","Glasscock County, Texas","1116","387","729","721","710","8","0","0","3","0","8","6","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48175","Goliad County, Texas","7012","2288","4724","4539","4246","235","18","24","0","16","185","157","31","73","6","0","44","0","0","0","0","0","0","0","0","3","0","21","7","4","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","7","0","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48177","Gonzales County, Texas","19653","9897","9756","9389","8159","1075","41","63","6","45","367","342","87","133","23","4","83","0","0","0","1","1","0","3","0","7","0","17","4","0","0","0","0","0","10","1","0","0","0","0","0","0","2","0","0","0","0","0","7","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48179","Gray County, Texas","21227","6347","14880","14165","13025","835","141","127","0","37","715","703","120","415","35","0","119","3","0","0","1","0","5","0","5","0","0","9","0","1","0","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48181","Grayson County, Texas","135543","20868","114675","106899","95211","7448","1876","1958","58","348","7776","7475","1466","4214","493","66","1019","108","27","8","39","3","0","6","13","12","1","288","173","14","11","22","25","8","16","6","8","3","0","0","0","0","0","0","2","0","0","0","13","0","0","9","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48183","Gregg County, Texas","124239","24040","100199","95407","68050","24974","424","1614","47","298","4792","4562","1408","1752","342","30","754","148","26","12","81","2","1","0","5","1","0","216","135","23","2","22","16","0","9","4","1","0","1","0","1","2","0","0","0","0","0","0","11","0","1","0","0","0","0","4","6","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48185","Grimes County, Texas","29268","7361","21907","21013","16910","3824","85","102","8","84","894","868","183","382","45","3","227","4","5","0","9","3","0","0","4","3","0","23","10","1","0","2","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48187","Guadalupe County, Texas","172706","65233","107473","100679","84063","11947","476","3066","353","774","6794","6351","1368","2031","1233","84","1078","113","209","12","104","7","0","0","94","15","3","409","145","81","10","31","58","2","4","68","2","0","1","0","3","0","4","0","0","0","0","0","33","10","1","7","3","0","0","7","0","0","0","0","0","0","5","0","1","1","0","0","0","0","0","0","0"
"0500000US48189","Hale County, Texas","32522","19489","13033","12421","10693","1381","99","149","30","69","612","563","129","260","39","16","102","5","3","0","0","0","0","5","0","4","0","43","24","7","0","6","0","0","1","0","3","0","0","0","0","2","0","0","0","0","0","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","3","0","2","0","1","0","0","0","0"
"0500000US48191","Hall County, Texas","2825","950","1875","1798","1589","190","7","9","0","3","77","64","10","44","2","0","6","0","0","0","0","1","0","0","1","0","0","5","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","7","1","0","4","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
"0500000US48193","Hamilton County, Texas","8222","1045","7177","6929","6805","32","37","36","2","17","248","236","15","159","2","0","53","1","5","0","0","0","0","0","0","1","0","11","1","0","3","0","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48195","Hansford County, Texas","5285","2615","2670","2610","2552","12","16","9","3","18","60","59","14","33","0","1","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48197","Hardeman County, Texas","3549","818","2731","2611","2441","130","14","18","1","7","120","106","25","60","2","0","14","1","0","0","0","0","2","2","0","0","0","13","2","3","0","3","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48199","Hardin County, Texas","56231","3417","52814","50743","46934","3037","190","399","34","149","2071","2020","379","955","144","26","487","13","2","0","7","0","0","0","0","4","3","46","14","12","0","2","8","0","1","3","0","0","0","0","0","0","4","2","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48201","Harris County, Texas","4731145","2034709","2696436","2574765","1309593","885517","8432","344762","3199","23262","121671","113875","26632","24920","25504","1002","18643","4893","3415","832","5227","405","45","212","1131","924","90","7001","2765","1083","106","897","536","79","187","615","230","17","104","16","148","88","74","24","5","0","0","27","716","321","22","186","56","60","0","34","12","0","11","6","1","0","7","0","76","39","36","0","0","0","1","3","3"
"0500000US48203","Harrison County, Texas","68839","9839","59000","56559","42039","13448","294","483","28","267","2441","2337","647","1020","131","21","405","56","28","1","15","0","1","4","2","1","5","90","40","0","0","9","14","5","2","10","0","0","0","0","4","5","1","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48205","Hartley County, Texas","5382","1631","3751","3639","3403","191","15","24","5","1","112","107","31","44","1","4","23","4","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48207","Haskell County, Texas","5416","1377","4039","3888","3628","181","28","22","5","24","151","149","39","69","6","0","33","0","0","0","1","0","0","0","1","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48209","Hays County, Texas","241067","92871","148196","137146","121568","9004","599","4822","144","1009","11050","10626","1538","2881","1766","138","1506","93","88","10","93","32","2","5","2422","50","2","391","148","54","2","41","79","3","14","45","0","0","0","0","0","5","0","0","0","0","0","0","30","10","0","5","0","0","0","10","0","0","4","0","1","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48211","Hemphill County, Texas","3382","1137","2245","2126","2090","4","18","10","0","4","119","104","2","74","12","0","12","4","0","0","0","0","0","0","0","0","0","12","3","4","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US48213","Henderson County, Texas","82150","11242","70908","67725","61854","4705","414","510","31","211","3183","3067","606","1642","178","35","550","24","10","2","9","0","0","1","10","0","0","100","60","0","0","14","6","3","1","7","0","1","0","0","0","8","0","0","0","0","0","0","15","0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48215","Hidalgo County, Texas","870781","800001","70780","67934","53338","3364","635","8604","78","1915","2846","2725","341","865","406","17","866","23","30","9","73","16","2","17","42","18","0","111","26","7","0","8","32","2","12","13","1","3","0","0","4","0","0","2","0","0","0","1","10","5","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48217","Hill County, Texas","35874","7884","27990","26605","24123","2055","137","188","15","87","1385","1345","275","682","61","14","267","23","0","0","15","0","0","0","8","0","0","39","24","1","0","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48219","Hockley County, Texas","21537","10624","10913","10511","9752","565","82","49","4","59","402","384","89","203","12","9","64","0","0","0","0","4","0","0","0","3","0","18","11","0","0","5","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48221","Hood County, Texas","61598","7958","53640","51351","49815","495","340","468","53","180","2289","2237","279","1253","199","38","442","4","7","0","3","0","0","0","9","3","0","46","22","0","0","1","10","0","2","4","5","0","0","0","0","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48223","Hopkins County, Texas","36787","6484","30303","28913","25976","2373","198","277","4","85","1390","1337","329","667","61","19","221","11","6","0","4","2","2","0","8","7","0","50","26","0","0","0","2","11","0","10","0","0","0","0","1","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US48225","Houston County, Texas","22066","3071","18995","18418","12957","5163","94","138","8","58","577","565","186","235","18","6","98","6","0","0","8","3","0","0","0","5","0","12","2","0","0","0","3","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48227","Howard County, Texas","34860","16174","18686","17869","15672","1520","211","386","12","68","817","780","192","393","78","0","96","11","0","0","4","0","1","0","1","4","0","33","24","0","0","0","0","3","0","5","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48229","Hudspeth County, Texas","3202","2036","1166","1123","1094","6","6","10","0","7","43","37","1","26","4","0","5","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"0500000US48231","Hunt County, Texas","99956","19673","80283","75563","65598","7812","722","979","151","301","4720","4558","903","2189","327","74","877","91","15","10","28","3","0","6","18","14","3","160","89","13","0","2","23","0","9","7","9","0","0","3","1","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48233","Hutchinson County, Texas","20617","4961","15656","14631","13783","416","273","105","2","52","1025","995","181","595","54","1","140","12","0","1","3","0","1","1","0","6","0","28","13","0","0","2","3","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48235","Irion County, Texas","1513","349","1164","1129","1112","6","9","0","1","1","35","23","4","10","1","2","0","1","0","0","0","0","3","0","0","2","0","7","0","0","1","1","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48237","Jack County, Texas","8472","1521","6951","6742","6358","294","35","41","5","9","209","197","12","114","10","5","48","6","1","0","0","0","0","1","0","0","0","12","0","2","0","0","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48239","Jackson County, Texas","14988","4829","10159","9748","8510","937","36","158","5","102","411","398","81","192","14","3","81","5","9","0","3","0","0","0","10","0","0","6","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","4","0","4","0","0","0","0","0","0"
"0500000US48241","Jasper County, Texas","32980","2198","30782","29696","23795","5572","127","114","16","72","1086","1055","294","487","33","5","206","25","0","0","0","0","0","0","5","0","0","21","7","0","0","0","9","0","1","0","3","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","0","3","0","2","0","0","3","3"
"0500000US48243","Jeff Davis County, Texas","1996","613","1383","1317","1282","0","6","14","0","15","66","51","2","29","4","5","10","0","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","3","0","0","0","0","3","1","1","0","1","0","0","0","0","5","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48245","Jefferson County, Texas","256526","58915","197611","191401","96047","83856","622","9943","66","867","6210","5840","1793","1613","688","36","838","373","126","30","276","9","0","10","13","34","1","338","198","22","3","58","8","2","18","19","0","0","1","0","5","0","0","0","2","2","0","0","32","15","0","10","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48247","Jim Hogg County, Texas","4838","4281","557","473","414","5","15","26","5","8","84","83","0","8","4","6","62","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48249","Jim Wells County, Texas","38891","30835","8056","7451","6963","180","58","140","15","95","605","590","53","167","16","3","343","1","0","0","7","0","0","0","0","0","0","9","0","0","0","0","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6","3","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48251","Johnson County, Texas","179927","42613","137314","129779","119226","6446","840","1726","929","612","7535","7215","1254","3623","615","85","1396","54","48","9","51","9","4","8","52","7","0","295","111","26","8","40","50","5","17","30","7","1","0","0","0","0","0","0","0","0","0","0","18","15","0","2","0","0","0","0","1","0","0","0","0","0","0","0","3","2","0","0","1","0","0","4","4"
"0500000US48253","Jones County, Texas","19663","5504","14159","13685","11485","1978","66","111","4","41","474","431","83","234","19","14","73","2","1","0","4","0","0","0","1","0","0","43","10","8","0","7","0","3","8","0","4","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48255","Karnes County, Texas","14710","7734","6976","6737","5388","1116","26","145","1","61","239","206","30","88","4","0","65","3","2","0","3","0","0","2","9","0","0","23","15","0","0","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","3","0","0","0","0","0","0","4","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48257","Kaufman County, Texas","145310","36165","109145","103402","78626","21541","623","2107","70","435","5743","5433","1408","2316","465","65","809","147","60","15","105","8","0","6","25","4","0","292","153","33","10","13","36","2","22","18","0","0","3","0","0","1","0","0","1","0","0","0","18","8","1","4","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48259","Kendall County, Texas","44279","10029","34250","32813","31767","315","138","355","36","202","1437","1394","139","617","245","12","343","9","11","0","0","0","1","2","13","2","0","38","0","3","0","0","4","1","6","22","0","0","0","0","0","0","2","0","0","0","0","0","5","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48261","Kenedy County, Texas","350","261","89","83","73","0","7","0","1","2","6","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
