"","disp_key","rpt_date","submit_number","facility_no","field_pool","opno","dis_sold","dis_reinject","flare_gtr","flare_lt","pilot_purge","assist_gas","used","d_other","tr_from","tr_to","ng_leq","purch_gas","amnd_rpt","cmmnt","dt_mod"
"1",925,"12/01/95 00:00:00",1330000012,13,0,129000,1208582,0,2337,345,0,0,31388,0,0,0,0,0,0,"","09/01/21 18:08:36"
"2",764,"08/01/99 00:00:00",1330000012,13,0,129000,539888,0,2788,211,0,0,24546,-2816,2816,0,0,0,0,"","09/01/21 18:08:36"
"3",779,"08/01/99 00:00:00",1330000017,32,0,145000,0,0,0,0,217,0,7214,0,0,0,0,7572,0,"","09/01/21 18:08:36"
"4",21568,"12/01/95 00:00:00",290000002,3,0,112300,206311,10288267,46854,18187,10199,0,1030783,0,0,0,189918,0,0,"","07/20/05 00:00:00"
"5",4550,"09/01/99 00:00:00",1330000002,35,0,145000,0,831907,5516,1532,1050,0,114263,12756,0,0,0,1967962,0,"","09/01/21 18:08:36"
"6",4546,"09/01/99 00:00:00",1330000018,15,0,129000,2827,0,0,0,0,0,13,0,0,0,0,0,0,"","09/01/21 18:08:36"
"7",4524,"09/01/99 00:00:00",1330000020,37,0,145000,0,0,0,1892,4444,0,24388,5370,0,-1037,0,26709,0,"","09/01/21 18:08:36"
"8",4103,"10/01/99 00:00:00",2830000001,21,0,110500,2605856,0,0,0,0,0,11873,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9",4159,"10/01/99 00:00:00",1330000013,14,0,129000,318801,0,0,0,0,0,1303,0,0,-84846,0,0,0,"","09/01/21 18:08:36"
"10",4168,"10/01/99 00:00:00",1330000023,38,0,145000,0,0,0,4991,186,0,113147,30773,87176,-2180,0,0,0,"","09/01/21 18:08:36"
"11",3728,"11/01/99 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1276,0,1276,-19,0,9,0,"","09/01/21 18:08:36"
"12",3753,"11/01/99 00:00:00",290000007,7,0,110500,2979313,14073431,18474,25591,28115,67309,2759253,0,21612254,-1660768,2979313,0,0,"","02/24/10 00:00:00"
"13",21684,"07/01/05 00:00:00",1030000017,20,0,134200,0,2574607,8282,1785,23757,0,411052,0,0,0,0,0,0,"","08/19/05 00:00:00"
"14",1163,"12/01/99 00:00:00",1330000007,27,0,145000,0,0,0,0,217,0,17086,0,0,-16988,0,9,0,"","09/01/21 18:08:36"
"15",1169,"12/01/99 00:00:00",1330000012,13,0,129000,1112751,0,0,145,0,0,36954,-77704,77704,0,0,0,0,"","09/01/21 18:08:36"
"16",1191,"12/01/99 00:00:00",290000029,7,0,110500,0,0,0,2310,18960,0,825670,0,392208,-25039309,0,0,0,"","02/24/10 00:00:00"
"17",1199,"12/01/99 00:00:00",1330000024,17,0,129000,51458,0,0,0,0,0,695,0,0,0,0,0,0,"","09/01/21 18:08:36"
"18",1201,"12/01/99 00:00:00",2830000007,36,0,145000,3639,0,0,0,0,0,523,0,0,0,0,0,0,"","09/01/21 18:08:36"
"19",1528,"01/01/00 00:00:00",1330000005,27,0,145000,0,0,119,0,217,0,35842,0,0,-46885,0,0,0,"","09/01/21 18:08:36"
"20",1531,"01/01/00 00:00:00",1330000006,27,0,145000,0,0,566,142,620,0,42978,0,0,-15623,0,239,0,"","09/01/21 18:08:36"
"21",1058,"02/01/00 00:00:00",290000009,9,0,110500,155524,9374935,0,746,11581,4649,844668,74609,0,0,155524,0,0,"","02/24/10 00:00:00"
"22",1055,"02/01/00 00:00:00",290000031,7,0,112300,0,0,0,19639,26493,0,884764,0,0,-66343567,0,0,0,"","09/01/21 18:08:36"
"23",2832,"03/01/00 00:00:00",290000033,7,0,112300,0,0,5486,2165,16461,0,562952,0,0,-26986548,0,0,0,"","09/01/21 18:08:36"
"24",2837,"03/01/00 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"25",2828,"03/01/00 00:00:00",290000029,7,0,110500,0,0,680,2610,19002,1,802575,0,386266,-24743859,0,0,0,"","02/24/10 00:00:00"
"26",2810,"03/01/00 00:00:00",290000023,24,0,110500,48,0,0,609,15586,0,708381,0,0,0,0,0,0,"","09/01/21 18:08:36"
"27",27,"04/01/00 00:00:00",1330000015,32,0,145000,31584,0,0,530,210,0,30791,0,0,0,0,0,0,"","09/01/21 18:08:36"
"28",39,"04/01/00 00:00:00",290000032,7,0,112300,0,170682,0,11674,30008,0,624063,0,0,-22608660,0,0,0,"","09/01/21 18:08:36"
"29",2997,"05/01/00 00:00:00",1330000020,37,0,145000,0,0,0,1327,4557,0,26175,5466,0,-1751,0,29856,0,"","09/01/21 18:08:36"
"30",2288,"06/01/00 00:00:00",1330000017,32,0,145000,0,0,0,0,210,0,6447,0,0,0,0,7315,0,"","09/01/21 18:08:36"
"31",2102,"06/01/00 00:00:00",1330000012,13,0,129000,700749,0,0,494,0,0,23556,-46979,46979,0,0,0,0,"","09/01/21 18:08:36"
"32",2283,"06/01/00 00:00:00",1330000023,38,0,145000,0,0,1470,21641,180,0,132111,32899,101300,-1720,0,0,0,"","09/01/21 18:08:36"
"33",1910,"07/01/00 00:00:00",2830000004,26,0,134200,4726343,0,0,1493,97,0,59737,0,0,0,0,0,0,"","11/24/03 00:00:00"
"34",1926,"07/01/00 00:00:00",1330000002,35,0,145000,0,0,325,3011,1085,0,107114,17273,0,0,0,2452014,0,"","09/01/21 18:08:36"
"35",1890,"07/01/00 00:00:00",1330000009,27,0,145000,918,0,0,0,0,0,4695,0,5613,-7222,0,0,0,"","09/01/21 18:08:36"
"36",1904,"07/01/00 00:00:00",1330000025,38,0,145000,4585274,0,4430,153,9657,0,153934,0,0,-195679,0,0,0,"","09/01/21 18:08:36"
"37",1893,"07/01/00 00:00:00",1330000012,13,0,129000,1067886,0,657,412,0,0,33663,-59377,59377,0,0,0,0,"","09/01/21 18:08:36"
"38",1900,"07/01/00 00:00:00",1330000020,37,0,145000,0,0,0,1441,4557,0,26413,5453,0,-1617,0,29931,0,"","09/01/21 18:08:36"
"39",330,"08/01/00 00:00:00",1330000012,13,0,129000,1106312,0,0,159,0,0,49480,-64355,64355,0,0,0,0,"","09/01/21 18:08:36"
"40",328,"08/01/00 00:00:00",1330000010,29,0,145000,51652,0,334,918,620,0,6956,11438,72678,-760,0,0,0,"","09/01/21 18:08:36"
"41",326,"08/01/00 00:00:00",1330000006,27,0,145000,0,0,542,35,620,0,40398,0,0,-13826,0,29,0,"","09/01/21 18:08:36"
"42",362,"08/01/00 00:00:00",2830000007,36,0,145000,2192,0,0,0,0,0,410,0,0,0,0,0,0,"","09/01/21 18:08:36"
"43",488,"08/01/00 00:00:00",2830000001,21,0,134200,2390673,0,0,0,0,0,11873,0,0,0,0,0,0,"","07/28/03 00:00:00"
"44",4117,"09/01/00 00:00:00",1330000025,38,0,145000,4055791,0,4607,2557,9988,0,136953,0,0,-88149,0,0,0,"","09/01/21 18:08:36"
"45",30791,"05/01/98 00:00:00",230000001,19,0,131300,12999,0,0,0,0,0,175,0,0,0,0,0,0,"EBar and SBar rcds combined","09/27/07 00:00:00"
"46",4136,"09/01/00 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"47",3801,"10/01/00 00:00:00",290000024,4,0,112300,16951,565781,1491,883,372,10478,271244,0,0,0,0,0,0,"","02/24/10 00:00:00"
"48",3778,"10/01/00 00:00:00",1330000005,27,0,145000,0,0,1657,0,217,0,31474,0,0,-37675,0,0,0,"","09/01/21 18:08:36"
"49",3792,"10/01/00 00:00:00",1330000020,37,0,145000,0,0,0,1125,4557,0,25045,5638,0,-1718,0,35004,0,"","09/01/21 18:08:36"
"50",3353,"11/01/00 00:00:00",1330000013,14,0,129000,611243,0,0,0,0,0,2506,0,0,-33837,0,0,0,"","09/01/21 18:08:36"
"51",3362,"11/01/00 00:00:00",1330000023,38,0,145000,0,0,0,3096,165,0,100413,29284,69298,-1262,0,0,0,"","09/01/21 18:08:36"
"52",3370,"11/01/00 00:00:00",2830000004,26,0,134200,4570736,0,0,1468,95,0,66404,0,0,0,0,0,0,"","09/01/21 18:08:36"
"53",21749,"08/01/05 00:00:00",1030000017,20,0,134200,0,3349788,19039,2907,24849,0,484218,0,0,0,0,0,0,"","09/20/05 00:00:00"
"54",739,"12/01/00 00:00:00",290000009,9,0,134200,160927,9666220,9784,1618,12172,5935,899856,187016,0,0,160927,0,0,"","02/24/10 00:00:00"
"55",811,"12/01/00 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1137,0,1137,-5678,0,3207,0,"","09/01/21 18:08:36"
"56",3569,"11/01/01 00:00:00",290000033,7,0,112300,0,0,0,7681,23784,0,590112,0,0,-27807282,0,0,0,"","08/13/03 00:00:00"
"57",846,"12/01/01 00:00:00",1330000016,32,0,146700,0,0,0,1090,1550,0,8682,0,0,0,0,20265,0,"","08/13/03 00:00:00"
"58",823,"12/01/01 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,3909,0,3909,-1373,0,454,0,"","08/13/03 00:00:00"
"59",21216,"05/01/05 00:00:00",1.33e+09,38,0,145000,2301,0,3059,0,775,0,21828,-3263,89718,-65018,0,26842,0,"xfer from: Mon, Gr, KS,SH,Dv, xfer to: DV,KS,Mon","06/22/05 00:00:00"
"60",4551,"09/01/99 00:00:00",230000003,19,0,131300,75795,0,0,0,0,0,1295,0,0,0,0,0,0,"","09/01/21 18:08:36"
"61",4548,"09/01/99 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"62",4552,"09/01/99 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"63",4537,"09/01/99 00:00:00",290000007,7,0,110500,2492296,12585209,20803,42587,27811,65048,2261945,0,18981693,-1485994,2492296,0,0,"","02/24/10 00:00:00"
"64",4526,"09/01/99 00:00:00",1330000022,38,0,145000,0,0,0,13048,6000,0,185034,22505,0,-2631,0,0,0,"","09/01/21 18:08:36"
"65",4520,"09/01/99 00:00:00",290000022,23,0,110500,23466,3998656,0,8066,21399,0,668941,0,2203525,0,0,0,0,"","09/01/21 18:08:36"
"66",4157,"10/01/99 00:00:00",2830000002,30,0,145000,247712,0,0,0,0,0,925,0,0,0,0,0,0,"","09/01/21 18:08:36"
"67",4192,"10/01/99 00:00:00",230000003,19,0,131300,101064,0,0,0,0,0,675,0,0,0,0,0,0,"","09/01/21 18:08:36"
"68",3742,"11/01/99 00:00:00",1330000022,38,0,145000,5479,0,0,14065,6000,0,240347,24143,0,-42487,0,0,0,"","09/01/21 18:08:36"
"69",3744,"11/01/99 00:00:00",1330000025,38,0,145000,5455551,0,5183,528,9919,0,182594,18000,0,-174460,0,0,0,"","09/01/21 18:08:36"
"70",3751,"11/01/99 00:00:00",2830000006,33,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"71",1174,"12/01/99 00:00:00",2830000003,31,0,145000,14957,0,0,0,0,0,576,0,0,0,0,0,0,"","09/01/21 18:08:36"
"72",1559,"01/01/00 00:00:00",290000031,7,0,112300,0,0,26690,15936,31544,0,978475,0,0,-69638834,0,0,0,"","09/01/21 18:08:36"
"73",1532,"01/01/00 00:00:00",1330000009,27,0,145000,2658,0,0,0,0,0,7094,0,9752,-7381,0,0,0,"","09/01/21 18:08:36"
"74",1565,"01/01/00 00:00:00",1330000024,17,0,129000,38764,0,0,0,0,0,695,0,0,0,0,0,0,"","09/01/21 18:08:36"
"75",1214,"02/01/00 00:00:00",1330000007,27,0,145000,0,0,0,0,203,0,15522,0,0,-17418,0,0,0,"","09/01/21 18:08:36"
"76",1041,"02/01/00 00:00:00",1330000023,38,0,145000,0,0,2604,7512,174,0,103038,22483,76942,-1641,0,0,0,"","09/01/21 18:08:36"
"77",1053,"02/01/00 00:00:00",290000029,7,0,110500,0,0,3080,3310,17788,1,771049,0,362672,-23300871,0,0,0,"","02/24/10 00:00:00"
"78",2821,"03/01/00 00:00:00",1330000017,32,0,145000,0,0,10,0,217,0,6845,0,0,0,0,11097,0,"","09/01/21 18:08:36"
"79",21072,"03/01/05 00:00:00",1330000027,10,0,119500,7758,0,151,0,44,0,1112,0,0,0,0,0,0,"","04/20/05 00:00:00"
"80",30836,"02/01/02 00:00:00",230000001,19,0,131300,9483,0,0,0,0,0,255,0,0,0,0,0,0,"EBar and SBar rcds combined","12/02/08 14:15:07"
"81",31,"04/01/00 00:00:00",2830000004,26,0,134200,4531347,0,0,1600,92,0,58253,0,0,0,0,0,0,"","09/01/21 18:08:36"
"82",32,"04/01/00 00:00:00",2830000006,33,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"83",20,"04/01/00 00:00:00",1.33e+09,38,0,145000,4526,0,7961,0,750,0,91483,-32306,196817,-124403,0,4526,0,"","09/01/21 18:08:36"
"84",34,"04/01/00 00:00:00",290000007,7,0,110500,3104989,16680859,0,1190,27894,52561,3131396,0,24708648,-1709759,3104989,0,0,"","02/24/10 00:00:00"
"85",9,"04/01/00 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1232,0,1232,-6386,0,1336,0,"","09/01/21 18:08:36"
"86",44,"04/01/00 00:00:00",1330000024,17,0,129000,130,0,0,0,0,0,672,0,0,0,0,0,0,"","09/01/21 18:08:36"
"87",3171,"05/01/00 00:00:00",2830000001,21,0,134200,2441219,0,0,0,0,0,11873,0,0,0,0,0,0,"","09/01/21 18:08:36"
"88",3020,"05/01/00 00:00:00",1330000024,17,0,129000,135,0,0,0,0,0,695,0,0,0,0,0,0,"","09/01/21 18:08:36"
"89",3022,"05/01/00 00:00:00",2830000007,36,0,145000,2776,0,0,0,0,0,494,0,0,0,0,0,0,"","09/01/21 18:08:36"
"90",2990,"05/01/00 00:00:00",1330000012,13,0,129000,489014,0,0,1127,0,0,27531,-70521,70521,0,0,0,0,"","09/01/21 18:08:36"
"91",2991,"05/01/00 00:00:00",1330000013,14,0,129000,245923,0,0,0,0,0,1008,0,0,-70521,0,0,0,"","09/01/21 18:08:36"
"92",709,"12/01/00 00:00:00",1330000010,29,0,145000,52382,0,38,714,620,0,8246,8278,71415,-1137,0,0,0,"","09/01/21 18:08:36"
"93",712,"12/01/00 00:00:00",1330000013,14,0,129000,640335,0,0,0,0,0,2626,0,0,-40638,0,0,0,"","09/01/21 18:08:36"
"94",735,"12/01/00 00:00:00",290000030,7,0,134200,0,0,0,235,20512,461,1038578,0,1059090,-53908150,0,0,0,"","02/23/10 00:00:00"
"95",1614,"01/01/01 00:00:00",290000032,7,0,112300,0,2168705,0,12018,39971,0,672464,0,0,-21834385,0,0,0,"","09/01/21 18:08:36"
"96",1609,"01/01/01 00:00:00",290000007,7,0,134200,2916764,15458499,12464,11793,29019,51297,3108470,0,23320718,-1732412,2916764,0,0,"","02/24/10 00:00:00"
"97",1594,"01/01/01 00:00:00",1330000020,37,0,145000,0,0,0,1180,4557,0,33805,5415,0,-1404,0,22399,0,"","09/01/21 18:08:36"
"98",1234,"02/01/01 00:00:00",2830000003,31,0,145000,13830,0,0,0,0,0,216,0,0,0,0,0,0,"","09/01/21 18:08:36"
"99",1233,"02/01/01 00:00:00",290000023,24,0,134200,869,13923,0,1425,13276,0,653976,0,0,0,0,0,0,"","09/01/21 18:08:36"
"100",2845,"03/01/01 00:00:00",1330000011,11,0,129000,377633,0,0,0,124,0,6947,0,0,0,0,0,0,"","09/01/21 18:08:36"
"101",71,"04/01/01 00:00:00",2830000003,31,0,145000,15407,0,0,0,0,0,431,0,0,0,0,0,0,"","09/01/21 18:08:36"
"102",105,"04/01/01 00:00:00",1330000027,10,0,119500,0,0,0,0,6693,0,25107,0,2261,0,0,7333,0,"","09/01/21 18:08:36"
"103",3198,"05/01/01 00:00:00",290000023,24,0,134200,941,8006,0,279,14028,0,726820,0,0,0,0,0,0,"","09/01/21 18:08:36"
"104",3214,"05/01/01 00:00:00",2830000006,33,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"105",3233,"05/01/01 00:00:00",1330000027,10,0,119500,0,0,0,0,3443,0,36619,0,9189,0,0,356,0,"","09/01/21 18:08:36"
"106",844,"12/01/01 00:00:00",1330000015,32,0,145000,6318,0,0,458,217,0,32052,0,0,0,0,0,0,"","08/13/03 00:00:00"
"107",4879,"01/01/02 00:00:00",290000022,23,0,134200,36036,4851590,9250,14439,18257,0,698824,0,2274701,0,0,0,0,"","09/01/21 18:08:36"
"108",4892,"01/01/02 00:00:00",290000024,4,0,112300,18979,649841,2065,945,372,11177,306577,0,87880,0,0,0,0,"","02/24/10 00:00:00"
"109",4937,"02/01/02 00:00:00",2830000003,31,0,145000,113643,0,0,0,0,0,517,0,0,0,0,0,0,"","09/01/21 18:08:36"
"110",4968,"02/01/02 00:00:00",230000003,19,0,131300,138273,0,0,0,0,0,1327,0,0,0,0,0,0,"","09/01/21 18:08:36"
"111",4988,"03/01/02 00:00:00",1330000012,13,0,129000,2291296,0,0,228,0,0,71300,-17867,17867,0,0,0,0,"","08/14/03 08:38:56"
"112",5015,"03/01/02 00:00:00",290000032,7,0,112300,0,0,10694,6948,24179,0,669517,0,0,-22193068,0,0,0,"","09/01/21 18:08:36"
"113",4573,"04/01/02 00:00:00",2830000001,21,0,134200,3100522,0,0,0,0,0,18690,0,0,0,0,0,0,"","09/01/21 18:08:36"
"114",4585,"04/01/02 00:00:00",1330000012,13,0,129000,2026033,0,0,484,0,0,60959,-3306,3306,0,0,0,0,"","09/01/21 18:08:36"
"115",4656,"05/01/02 00:00:00",1330000017,32,0,145000,0,0,0,0,217,0,6557,0,0,0,0,5927,0,"","09/01/21 18:08:36"
"116",30901,"09/01/07 00:00:00",1030000017,20,0,134200,47517,3726278,0,0,21775,0,443732,0,0,0,0,0,0,"","06/14/16 10:40:19"
"117",929,"12/01/95 00:00:00",290000023,24,0,110500,0,0,5780,18,14608,0,765510,0,0,0,0,0,0,"","09/01/21 18:08:36"
"118",959,"12/01/95 00:00:00",230000003,19,0,131300,131296,0,0,0,0,0,3018,0,0,0,0,0,0,"","09/01/21 18:08:36"
"119",943,"12/01/95 00:00:00",2830000006,33,0,145000,26521,0,0,0,0,0,961,0,0,0,0,0,0,"","09/01/21 18:08:36"
"120",1684,"01/01/96 00:00:00",1330000005,27,0,145000,0,0,0,0,217,0,32759,0,0,-43800,0,158,0,"","09/01/21 18:08:36"
"121",30921,"09/01/07 00:00:00",230000003,19,0,131300,81919,0,0,0,0,0,626,0,0,0,0,0,0,"","10/19/07 00:00:00"
"122",1692,"01/01/96 00:00:00",1330000013,14,0,129000,466115,0,0,0,0,0,1911,0,0,0,0,0,0,"","09/01/21 18:08:36"
"123",1778,"01/01/96 00:00:00",290000029,7,0,110500,0,0,3323,5790,20012,0,855776,0,429918,-21586754,0,0,0,"","09/01/21 18:08:36"
"124",1309,"02/01/96 00:00:00",290000029,7,0,110500,0,0,2027,7184,18657,0,844989,0,425817,-20526625,0,0,0,"","09/01/21 18:08:36"
"125",1322,"02/01/96 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"126",1293,"02/01/96 00:00:00",1.33e+09,38,0,145000,0,0,210,453,725,0,102661,25784,302072,-172239,0,4077,0,"","09/01/21 18:08:36"
"127",2910,"03/01/96 00:00:00",230000003,19,0,131300,114844,0,0,0,0,0,1674,0,0,0,0,0,0,"","09/01/21 18:08:36"
"128",2902,"03/01/96 00:00:00",290000033,7,0,112300,0,0,0,1250,14031,0,581902,0,0,-26168866,0,0,0,"","09/01/21 18:08:36"
"129",192,"04/01/96 00:00:00",1330000013,14,0,129000,270002,0,0,0,0,0,1107,0,0,0,0,0,0,"","09/01/21 18:08:36"
"130",239,"04/01/96 00:00:00",290000032,7,0,112300,0,2965199,15403,2605,28010,0,649986,0,0,-20427429,0,0,0,"","09/01/21 18:08:36"
"131",238,"04/01/96 00:00:00",290000031,7,0,112300,0,0,2433,1937,30548,0,1004551,0,0,-60994866,0,0,0,"","09/01/21 18:08:36"
"132",3095,"05/01/96 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","08/13/03 07:12:51"
"133",3053,"05/01/96 00:00:00",1330000005,27,0,145000,0,0,0,389,217,0,33009,0,0,-39675,0,0,0,"","09/01/21 18:08:36"
"134",3057,"05/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,4950,0,4950,0,0,0,0,"","09/01/21 18:08:36"
"135",3071,"05/01/96 00:00:00",1330000025,38,0,145000,4159279,0,7399,744,9386,0,128040,3379,0,-263493,0,0,0,"","09/01/21 18:08:36"
"136",3090,"05/01/96 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"137",3068,"05/01/96 00:00:00",1330000021,38,0,145000,0,0,0,7011,849,0,128289,26403,37891,-7969,0,0,0,"","09/01/21 18:08:36"
"138",3073,"05/01/96 00:00:00",1330000015,32,0,145000,0,0,0,471,217,0,20204,0,0,0,0,18436,0,"","09/01/21 18:08:36"
"139",3086,"05/01/96 00:00:00",290000033,7,0,112300,0,0,3176,1514,27991,0,529173,0,0,-23180979,0,0,0,"","09/01/21 18:08:36"
"140",2377,"06/01/96 00:00:00",230000003,19,0,131300,58690,0,0,0,0,0,498,0,0,0,0,0,0,"","09/01/21 18:08:36"
"141",30944,"09/01/07 00:00:00",1330000025,38,0,145000,1493160,0,168,440,2359,0,113688,0,0,-77428,0,0,0,"","10/19/07 00:00:00"
"142",1968,"07/01/96 00:00:00",1.33e+09,38,0,145000,0,0,0,391,775,0,79788,10412,291766,-200400,0,3283,0,"","09/01/21 18:08:36"
"143",1966,"07/01/96 00:00:00",290000023,24,0,110500,0,218764,21645,4169,12557,0,775444,0,0,0,0,0,0,"","09/01/21 18:08:36"
"144",1975,"07/01/96 00:00:00",1330000015,32,0,145000,0,0,135,553,217,0,21001,0,0,0,0,3767,0,"","09/01/21 18:08:36"
"145",538,"08/01/96 00:00:00",2830000007,36,0,145000,14474,0,0,0,0,0,467,0,0,0,0,0,0,"","09/01/21 18:08:36"
"146",630,"08/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,839,0,839,0,0,0,0,"","09/01/21 18:08:36"
"147",541,"08/01/96 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"148",540,"08/01/96 00:00:00",230000003,19,0,131300,68524,0,0,0,0,0,559,0,0,0,0,0,0,"","09/01/21 18:08:36"
"149",635,"08/01/96 00:00:00",1330000012,13,0,129000,1017394,0,0,208,0,0,27567,0,0,0,0,0,0,"","09/01/21 18:08:36"
"150",4350,"09/01/96 00:00:00",1.33e+09,38,0,145000,0,0,116,530,750,0,77222,-3956,262886,-188224,0,2664,0,"","09/01/21 18:08:36"
"151",4311,"09/01/96 00:00:00",1330000011,11,0,129000,360238,0,872,0,120,0,5463,0,0,0,0,0,0,"","09/01/21 18:08:36"
"152",30970,"09/01/07 00:00:00",1330000017,32,0,145000,0,0,0,0,0,0,0,0,0,0,0,299,0,"","10/19/07 00:00:00"
"153",4345,"09/01/96 00:00:00",1330000013,14,0,129000,49829,0,0,86,0,0,204,0,0,0,0,0,0,"","09/01/21 18:08:36"
"154",4369,"09/01/96 00:00:00",290000032,7,0,112300,0,2495757,28473,15011,34286,0,598308,0,0,-21985249,0,0,0,"","09/01/21 18:08:36"
"155",4379,"09/01/96 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"156",4022,"10/01/96 00:00:00",1330000007,27,0,145000,0,0,134,0,217,0,15789,0,0,-20745,0,7,0,"","09/01/21 18:08:36"
"157",3917,"10/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,5146,0,5146,0,0,0,0,"","09/01/21 18:08:36"
"158",3420,"11/01/96 00:00:00",1330000025,38,0,145000,5617084,0,4833,0,9524,0,149500,18000,0,-266565,0,0,0,"","09/01/21 18:08:36"
"159",3417,"11/01/96 00:00:00",1330000021,38,0,145000,0,0,0,5922,852,0,122621,26086,22312,-7067,0,0,0,"","09/01/21 18:08:36"
"160",3440,"11/01/96 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"161",919,"12/01/96 00:00:00",1330000025,38,0,145000,6071339,0,5151,129,9617,0,165040,18600,0,-265478,0,0,0,"","09/01/21 18:08:36"
"162",918,"12/01/96 00:00:00",1330000023,38,0,145000,0,0,1157,11950,4650,0,208524,5290,168014,-5319,0,0,0,"","09/01/21 18:08:36"
"163",975,"12/01/96 00:00:00",290000029,7,0,110500,0,0,1770,1554,19977,0,806465,0,375398,-20398178,0,0,0,"","09/01/21 18:08:36"
"164",983,"12/01/96 00:00:00",1330000024,17,0,129000,21710,0,0,0,0,0,496,0,0,0,0,0,0,"","09/01/21 18:08:36"
"165",1706,"01/01/97 00:00:00",1330000023,38,0,145000,0,0,0,16112,4650,0,204033,615,158459,-4302,0,0,0,"","09/01/21 18:08:36"
"166",1723,"01/01/97 00:00:00",290000009,9,0,110500,183978,11180499,0,0,12170,0,867338,0,0,0,183978,0,0,"","09/01/21 18:08:36"
"167",1720,"01/01/97 00:00:00",290000031,7,0,112300,0,0,0,1509,33348,0,1063038,0,0,-67327295,0,0,0,"","09/01/21 18:08:36"
"168",1516,"02/01/97 00:00:00",290000009,9,0,110500,184776,9534223,7771,533,10999,0,756123,0,0,0,163413,0,0,"","09/01/21 18:08:36"
"169",1486,"02/01/97 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,4369,0,4369,0,0,0,0,"","09/01/21 18:08:36"
"170",2788,"03/01/97 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"171",4777,"06/01/02 00:00:00",290000024,4,0,112300,18247,547755,1029,89,360,10136,280964,0,237783,0,0,0,0,"","02/24/10 00:00:00"
"172",4757,"06/01/02 00:00:00",1330000006,27,0,145000,0,0,2715,369,600,0,35330,0,0,-46,0,46121,0,"","09/01/21 18:08:36"
"173",4788,"06/01/02 00:00:00",290000032,7,0,112300,0,0,0,1152,20295,0,601944,0,0,-19726877,0,0,0,"","09/01/21 18:08:36"
"174",4833,"07/01/02 00:00:00",290000024,4,0,112300,17607,497557,2038,464,372,10881,267398,0,159434,0,0,0,0,"","02/24/10 00:00:00"
"175",4851,"07/01/02 00:00:00",2830000007,36,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"176",173,"04/01/95 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"177",158,"04/01/95 00:00:00",290000024,4,0,112300,10163,290529,3450,5088,2446,0,158678,0,0,0,0,0,0,"","09/01/21 18:08:36"
"178",21493,"06/01/05 00:00:00",1030000017,20,0,134200,0,2981792,9302,4807,20181,0,458750,0,0,0,0,0,0,"","07/21/05 00:00:00"
"179",1676,"01/01/95 00:00:00",230000003,19,0,131300,103782,0,0,0,0,0,656,0,0,0,0,0,0,"","09/01/21 18:08:36"
"180",1451,"02/01/95 00:00:00",1330000017,32,0,145000,7832,0,0,0,196,0,0,0,0,0,0,13498,0,"","09/01/21 18:08:36"
"181",1271,"02/01/95 00:00:00",1330000006,27,0,145000,0,0,19353,0,168,0,30808,0,0,-7276,0,1758,0,"","09/01/21 18:08:36"
"182",1468,"02/01/95 00:00:00",2830000007,36,0,145000,29716,0,0,0,0,0,506,0,0,0,0,0,0,"","09/01/21 18:08:36"
