"","disp_key","rpt_date","submit_number","facility_no","field_pool","opno","dis_sold","dis_reinject","flare_gtr","flare_lt","pilot_purge","assist_gas","used","d_other","tr_from","tr_to","ng_leq","purch_gas","amnd_rpt","cmmnt","dt_mod"
"9581",2381,"06/01/97 00:00:00",2830000001,21,0,110500,2228448,0,0,0,0,0,11490,10012,0,0,0,0,0,"","09/01/21 18:08:36"
"9582",2592,"06/01/97 00:00:00",1330000018,15,0,129000,531,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9583",2565,"06/01/97 00:00:00",290000021,22,0,110500,10178,1140772,278,16756,14423,0,553579,0,0,-221598,0,0,0,"","09/01/21 18:08:36"
"9584",2572,"06/01/97 00:00:00",1330000022,38,0,145000,0,0,0,8034,6000,0,235175,20485,0,-4884,0,0,0,"","09/01/21 18:08:36"
"9585",2221,"07/01/97 00:00:00",1330000017,32,0,145000,0,0,0,0,217,0,6563,0,0,0,0,2382,0,"","09/01/21 18:08:36"
"9586",2224,"07/01/97 00:00:00",2830000006,33,0,145000,27669,0,0,0,0,0,344,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9587",665,"08/01/97 00:00:00",290000032,7,0,112300,0,2698430,12856,15933,20104,0,606302,0,0,-19216056,0,0,0,"","09/01/21 18:08:36"
"9588",556,"08/01/97 00:00:00",1330000013,14,0,129000,358233,0,0,0,0,0,1469,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9589",553,"08/01/97 00:00:00",1330000010,29,0,145000,107186,0,3780,0,310,0,7780,1363,122413,-1100,894,0,0,"","09/01/21 18:08:36"
"9590",544,"08/01/97 00:00:00",2830000001,21,0,110500,2319540,0,0,0,0,0,11873,28736,0,0,0,0,0,"","09/01/21 18:08:36"
"9591",4496,"09/01/97 00:00:00",2830000006,33,0,145000,30971,0,0,0,0,0,344,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9592",4047,"10/01/97 00:00:00",1330000015,32,0,145000,1586,0,0,594,217,0,19439,0,0,0,0,84,0,"","09/01/21 18:08:36"
"9593",2825,"03/01/00 00:00:00",2.9e+08,6,0,110500,752952,228325690,0,1807,29058,0,6185648,0,259985873,-25562794,0,0,0,"","09/01/21 18:08:36"
"9594",2802,"03/01/00 00:00:00",1330000006,27,0,145000,0,0,524,559,620,0,44998,0,0,-11778,0,192,0,"","09/01/21 18:08:36"
"9595",2807,"03/01/00 00:00:00",1330000013,14,0,129000,173662,0,0,0,0,0,712,0,0,-77856,0,0,0,"","09/01/21 18:08:36"
"9596",2811,"03/01/00 00:00:00",2830000003,31,0,145000,11926,0,0,0,0,0,558,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9597",38,"04/01/00 00:00:00",290000031,7,0,112300,0,0,0,4481,31402,0,943538,0,0,-67677775,0,0,0,"","09/01/21 18:08:36"
"9598",235,"04/01/00 00:00:00",290000019,2,0,112300,0,347912,0,624,390,0,45746,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9599",2682,"03/01/01 00:00:00",1330000027,10,0,119500,0,0,0,0,9394,0,22458,0,0,0,0,9133,0,"","09/01/21 18:08:36"
"9600",4816,"07/01/02 00:00:00",2830000002,30,0,145000,292511,0,0,0,0,0,2974,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9601",4810,"07/01/02 00:00:00",1330000005,27,0,145000,0,0,0,0,217,0,33272,0,0,-26291,0,0,0,"","09/01/21 18:08:36"
"9602",5036,"08/01/02 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,1153,0,0,0,0,0,0,"","10/07/03 00:00:00"
"9603",5034,"08/01/02 00:00:00",1330000008,28,0,145000,2369,0,0,0,0,0,793,0,3162,-3514,0,0,0,"","10/07/03 00:00:00"
"9604",957,"12/01/95 00:00:00",2830000007,36,0,145000,20458,0,0,0,0,0,658,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9605",1775,"01/01/96 00:00:00",2.9e+08,6,0,110500,1061994,205694543,0,647,32796,0,6303971,0,169987142,-24089049,0,0,0,"","09/01/21 18:08:36"
"9606",1696,"01/01/96 00:00:00",2830000003,31,0,145000,9959,0,0,0,0,0,2000,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9607",1482,"02/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,5418,0,5418,0,0,0,0,"","09/01/21 18:08:36"
"9608",1480,"02/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,2095,0,2095,0,0,0,0,"","09/01/21 18:08:36"
"9609",188,"04/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,5616,0,5616,0,0,0,0,"","09/01/21 18:08:36"
"9610",3092,"05/01/96 00:00:00",2830000007,36,0,145000,15399,0,0,0,0,0,526,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9611",2376,"06/01/96 00:00:00",1330000002,35,0,145000,0,4152619,2634,1140,160,0,133176,14887,0,0,0,2110108,0,"","09/01/21 18:08:36"
"9612",2346,"06/01/96 00:00:00",290000022,23,0,110500,35163,3659263,0,15183,17844,0,698174,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9613",1963,"07/01/96 00:00:00",1330000013,14,0,129000,158405,0,0,0,0,0,649,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9614",22078,"12/01/05 00:00:00",290000019,2,0,112300,0,357524,835,31,403,0,46571,0,0,0,0,0,0,"","01/18/06 00:00:00"
"9615",1959,"07/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,3229,0,3229,0,0,0,0,"","09/01/21 18:08:36"
"9616",22081,"12/01/05 00:00:00",290000024,4,0,112300,19829,746422,2212,751,3666,0,309116,0,0,0,0,0,0,"","02/24/10 00:00:00"
"9617",628,"08/01/96 00:00:00",1330000005,27,0,145000,0,0,1025,0,217,0,36488,0,0,-44463,0,33,0,"","09/01/21 18:08:36"
"9618",642,"08/01/96 00:00:00",1330000020,37,0,145000,0,0,77,1843,4557,0,23102,5253,0,-2839,0,28921,0,"","09/01/21 18:08:36"
"9619",4367,"09/01/96 00:00:00",290000030,7,0,110500,0,0,665,6,19471,0,895278,0,914704,-41124605,0,0,0,"","09/01/21 18:08:36"
"9620",4347,"09/01/96 00:00:00",290000022,23,0,110500,35264,4018259,0,21496,20259,0,742852,0,707785,0,0,0,0,"","09/01/21 18:08:36"
"9621",4378,"09/01/96 00:00:00",230000003,19,0,131300,76270,0,0,0,0,0,662,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9622",30922,"09/01/07 00:00:00",1330000026,10,0,119500,114019,0,0,0,0,0,1152,0,0,0,0,0,0,"","09/02/08 00:00:00"
"9623",3931,"10/01/96 00:00:00",1330000025,38,0,145000,5306602,0,25662,789,9506,0,146526,17400,0,-276136,0,0,0,"","09/01/21 18:08:36"
"9624",3944,"10/01/96 00:00:00",290000031,7,0,112300,0,0,2597,3697,36168,0,955398,0,0,-67092267,0,0,0,"","09/01/21 18:08:36"
"9625",903,"12/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,2430,0,2430,0,0,0,0,"","09/01/21 18:08:36"
"9626",1715,"01/01/97 00:00:00",2.9e+08,6,0,110500,1024828,208771068,0,143,33165,0,6205713,0,244821054,-26017398,0,0,0,"","09/01/21 18:08:36"
"9627",1700,"01/01/97 00:00:00",290000023,24,0,110500,0,0,0,1346,19584,0,955387,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9628",1717,"01/01/97 00:00:00",290000028,7,0,110500,0,0,8428,11557,31863,0,784641,0,285510,-59514238,0,0,0,"","09/01/21 18:08:36"
"9629",1520,"02/01/97 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9630",1329,"02/01/97 00:00:00",1330000005,27,0,145000,0,0,0,0,196,0,30409,0,0,-52277,0,0,0,"","09/01/21 18:08:36"
"9631",2774,"03/01/97 00:00:00",290000028,7,0,110500,0,0,54782,19022,25812,0,672510,0,263502,-48695173,0,0,0,"","09/01/21 18:08:36"
"9632",2923,"03/01/97 00:00:00",1330000010,29,0,145000,106288,0,5016,0,310,0,7480,2955,124985,-2046,890,0,0,"","09/01/21 18:08:36"
"9633",22104,"12/01/05 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,2178,0,7818,-5640,0,0,0,"xfer from: A, B,  xfer to: GPTF-GPP","01/21/06 00:00:00"
"9634",2914,"03/01/97 00:00:00",2830000001,21,0,110500,3635463,0,0,0,0,0,19313,8633,0,0,0,0,0,"","09/01/21 18:08:36"
"9635",2757,"03/01/97 00:00:00",290000023,24,0,110500,0,231266,0,316,13145,0,956675,0,304657,0,0,0,0,"","09/01/21 18:08:36"
"9636",3289,"05/01/97 00:00:00",1330000020,37,0,145000,65881,0,0,2429,4557,0,62230,5244,0,-6110,0,0,0,"","09/01/21 18:08:36"
"9637",30935,"09/01/07 00:00:00",290000021,22,0,134200,5995,2449827,0,3407,13968,19234,854262,0,196835,-291956,0,0,0,"","02/24/10 00:00:00"
"9638",3114,"05/01/97 00:00:00",290000009,9,0,110500,185147,9659204,0,69,10542,0,892804,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9639",2580,"06/01/97 00:00:00",2830000004,26,0,134200,4759460,0,0,1766,236,0,24300,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9640",2593,"06/01/97 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9641",2562,"06/01/97 00:00:00",2830000002,30,0,145000,458162,0,0,0,0,0,845,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9642",2018,"07/01/97 00:00:00",1330000020,37,0,145000,62109,0,0,2072,4557,0,59342,5392,0,-13186,0,0,0,"","09/01/21 18:08:36"
"9643",2013,"07/01/97 00:00:00",290000021,22,0,110500,16249,1742281,0,6282,21011,0,725178,0,190271,-167847,0,0,0,"","09/01/21 18:08:36"
"9644",1999,"07/01/97 00:00:00",1330000011,11,0,129000,373368,0,0,53,124,0,5631,0,0,0,0,0,0,"","10/23/03 07:50:17"
"9645",2239,"07/01/97 00:00:00",1330000002,35,0,145000,0,2677989,512,3033,1085,0,137819,13759,0,0,0,1713541,0,"","09/01/21 18:08:36"
"9646",2231,"07/01/97 00:00:00",290000032,7,0,112300,0,2494670,27884,11546,20332,0,638281,0,0,-20037516,0,0,0,"","09/01/21 18:08:36"
"9647",2226,"07/01/97 00:00:00",290000007,7,0,110500,2953238,15333494,19867,17103,20823,0,2993363,0,22870414,-1532526,2953238,0,0,"","09/01/21 18:08:36"
"9648",552,"08/01/97 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,2345,0,2345,0,0,0,0,"","09/01/21 18:08:36"
"9649",666,"08/01/97 00:00:00",290000033,7,0,112300,0,0,0,6922,20021,0,553838,0,0,-24354898,0,0,0,"","09/01/21 18:08:36"
"9650",675,"08/01/97 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9651",655,"08/01/97 00:00:00",1330000017,32,0,145000,0,0,0,0,217,0,7071,0,0,0,0,3443,0,"","09/01/21 18:08:36"
"9652",657,"08/01/97 00:00:00",2830000004,26,0,134200,4953507,0,0,1730,619,0,38932,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9653",662,"08/01/97 00:00:00",290000029,7,0,110500,0,0,27125,13934,18743,0,780693,0,365030,-19162590,0,0,0,"","09/01/21 18:08:36"
"9654",648,"08/01/97 00:00:00",1330000021,38,0,145000,0,0,0,13233,849,0,127827,26079,26333,-4917,0,0,0,"","09/01/21 18:08:36"
"9655",4505,"09/01/97 00:00:00",290000009,9,0,110500,176887,8818677,0,0,11684,0,792146,0,0,0,176887,0,0,"","09/01/21 18:08:36"
"9656",4491,"09/01/97 00:00:00",1330000015,32,0,145000,4623,0,0,496,210,0,18606,0,0,0,0,18,0,"","09/01/21 18:08:36"
"9657",4481,"09/01/97 00:00:00",290000022,23,0,110500,24498,3953371,6000,12242,16378,0,721068,0,707691,0,0,0,0,"","09/01/21 18:08:36"
"9658",4382,"09/01/97 00:00:00",2830000001,21,0,110500,2181828,0,0,0,0,0,11490,5431,0,0,0,0,0,"","09/01/21 18:08:36"
"9659",4381,"09/01/97 00:00:00",1330000011,11,0,129000,321758,0,0,0,120,0,5780,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9660",940,"12/01/95 00:00:00",1330000017,32,0,145000,7,0,0,0,217,0,434,0,0,0,0,8170,0,"","09/01/21 18:08:36"
"9661",1690,"01/01/96 00:00:00",2830000002,30,0,145000,716869,0,0,0,0,0,2208,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9662",1693,"01/01/96 00:00:00",290000021,22,0,110500,27180,2227110,55,2433,15103,0,809931,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9663",1689,"01/01/96 00:00:00",1330000010,29,0,145000,62167,0,0,46,310,0,6432,3547,75786,-2466,818,0,0,"","09/01/21 18:08:36"
"9664",1765,"01/01/96 00:00:00",1330000022,38,0,145000,0,0,0,8917,6200,0,211292,23395,0,-8117,0,0,0,"","09/01/21 18:08:36"
"9665",1302,"02/01/96 00:00:00",1330000017,32,0,145000,0,0,0,0,203,0,2102,0,0,0,0,6370,0,"","09/01/21 18:08:36"
"9666",1308,"02/01/96 00:00:00",290000028,7,0,110500,0,0,261,417,29019,0,691713,0,259271,-54476362,0,0,0,"","09/01/21 18:08:36"
"9667",1287,"02/01/96 00:00:00",1330000012,13,0,129000,1149642,0,0,260,0,0,28159,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9668",1291,"02/01/96 00:00:00",290000023,24,0,110500,0,0,0,63,13551,0,871351,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9669",2883,"03/01/96 00:00:00",1330000020,37,0,145000,0,0,0,1573,4557,0,16475,5333,0,-2796,0,36174,0,"","09/01/21 18:08:36"
"9670",2889,"03/01/96 00:00:00",1330000015,32,0,145000,0,0,0,278,217,0,23836,0,0,0,0,21259,0,"","09/01/21 18:08:36"
"9671",196,"04/01/96 00:00:00",2830000003,31,0,145000,7712,0,0,0,0,0,2000,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9672",202,"04/01/96 00:00:00",1330000025,38,0,145000,3945480,0,220,304,9171,0,125780,3270,0,-272948,0,0,0,"","09/01/21 18:08:36"
"9673",3080,"05/01/96 00:00:00",290000007,7,0,110500,2657121,13447634,10883,4046,23631,0,2811883,0,20539673,-1584475,2657121,0,0,"","09/01/21 18:08:36"
"9674",2367,"06/01/96 00:00:00",290000031,7,0,112300,0,0,4517,13572,30868,0,1095088,0,0,-58916371,0,0,0,"","09/01/21 18:08:36"
"9675",2370,"06/01/96 00:00:00",290000009,9,0,110500,149428,8780413,0,0,11539,0,688986,0,0,0,133094,0,0,"","09/01/21 18:08:36"
"9676",2359,"06/01/96 00:00:00",290000024,4,0,112300,12650,369522,7340,6280,30866,0,196465,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9677",2360,"06/01/96 00:00:00",2830000004,26,0,134200,4920533,0,6500,2790,113,0,22227,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9678",2342,"06/01/96 00:00:00",2830000002,30,0,145000,458782,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9679",1992,"07/01/96 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9680",638,"08/01/96 00:00:00",290000022,23,0,110500,29546,3184069,0,12298,18415,0,742302,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9681",4362,"09/01/96 00:00:00",2830000006,33,0,145000,4619,0,0,0,0,0,365,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9682",4364,"09/01/96 00:00:00",290000007,7,0,110500,3073875,16605366,71100,7630,21406,0,3082358,0,24392579,-1530844,3073875,0,0,"","09/01/21 18:08:36"
"9683",4319,"09/01/96 00:00:00",1330000006,27,0,145000,0,0,8811,668,600,0,28950,0,0,-27647,0,4495,0,"","09/01/21 18:08:36"
"9684",30942,"09/01/07 00:00:00",1330000022,38,0,145000,0,0,0,8091,3600,0,151716,0,4384,-622,0,6373,0,"","10/19/07 00:00:00"
"9685",4321,"09/01/96 00:00:00",1330000010,29,0,145000,84994,0,5523,0,300,0,7191,-851,99327,-1300,870,0,0,"","09/01/21 18:08:36"
"9686",4370,"09/01/96 00:00:00",290000033,7,0,112300,0,0,2335,3107,29754,0,507263,0,0,-22837526,0,0,0,"","09/01/21 18:08:36"
"9687",3921,"10/01/96 00:00:00",1330000013,14,0,129000,107531,0,0,0,0,0,441,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9688",3927,"10/01/96 00:00:00",1330000020,37,0,145000,0,0,0,1554,4557,0,17113,5483,0,-2488,0,35460,0,"","09/01/21 18:08:36"
"9689",3407,"11/01/96 00:00:00",1330000010,29,0,145000,85983,0,4551,0,300,0,6623,716,100910,-2171,566,0,0,"","09/01/21 18:08:36"
"9690",3418,"11/01/96 00:00:00",1330000022,38,0,145000,0,0,262,8462,6000,0,233778,21923,0,-7542,0,0,0,"","09/01/21 18:08:36"
"9691",3429,"11/01/96 00:00:00",290000007,7,0,110500,3320271,16838481,57112,2470,20739,0,3117288,0,24936432,-1580071,3320271,0,0,"","09/01/21 18:08:36"
"9692",969,"12/01/96 00:00:00",290000024,4,0,112300,15350,455063,1433,1263,2082,0,278060,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9693",912,"12/01/96 00:00:00",290000023,24,0,110500,0,0,366,472,20320,0,942268,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9694",30946,"09/01/07 00:00:00",1330000016,32,0,146700,0,0,419,0,1500,0,1471,0,0,0,0,22910,0,"","10/12/07 00:00:00"
"9695",22090,"12/01/05 00:00:00",290000032,7,0,112300,0,0,10278,3256,28941,0,638240,0,0,-24427438,0,0,0,"xfer to: CGF","01/21/06 00:00:00"
"9696",974,"12/01/96 00:00:00",290000028,7,0,110500,0,0,29321,6842,31687,0,762070,0,274422,-60030678,0,0,0,"","09/01/21 18:08:36"
"9697",1722,"01/01/97 00:00:00",290000033,7,0,112300,0,0,4590,955,15125,0,698555,0,0,-25860731,0,0,0,"","09/01/21 18:08:36"
"9698",1511,"02/01/97 00:00:00",290000029,7,0,110500,0,0,0,3020,17666,0,814089,0,377985,-20251883,0,0,0,"","09/01/21 18:08:36"
"9699",1522,"02/01/97 00:00:00",1330000002,35,0,145000,0,1915244,1006,2970,980,0,97921,16991,0,0,0,2651327,0,"","09/01/21 18:08:36"
"9700",1483,"02/01/97 00:00:00",1330000007,27,0,145000,0,0,0,0,196,0,13685,0,0,-10434,0,0,0,"","09/01/21 18:08:36"
"9701",1488,"02/01/97 00:00:00",2830000002,30,0,145000,367933,0,0,0,0,0,1320,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9702",1489,"02/01/97 00:00:00",1330000012,13,0,129000,899420,0,0,50,0,0,25242,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9703",30964,"09/01/07 00:00:00",2830000080,33,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","10/19/07 00:00:00"
"9704",22103,"12/01/05 00:00:00",290000009,9,0,112300,141351,11915562,0,1014,12064,156933,934878,1514488,2837756,0,141351,0,0,"xfer from:  MI Gas PBU","02/24/10 00:00:00"
"9705",2779,"03/01/97 00:00:00",290000033,7,0,112300,0,0,1806,6303,17666,0,594228,0,0,-27399355,0,0,0,"","09/01/21 18:08:36"
"9706",2918,"03/01/97 00:00:00",1330000005,27,0,145000,0,0,0,1062,217,0,33818,0,0,-59476,0,0,0,"","09/01/21 18:08:36"
"9707",2772,"03/01/97 00:00:00",2.9e+08,6,0,110500,1017311,203173891,0,1213,33336,0,5917354,0,237379349,-24382382,0,0,0,"","09/01/21 18:08:36"
"9708",443,"04/01/97 00:00:00",1330000002,35,0,145000,24658,1745870,3380,4171,1050,0,104360,16134,0,0,0,2334658,0,"","09/01/21 18:08:36"
"9709",441,"04/01/97 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9710",439,"04/01/97 00:00:00",1330000018,15,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9711",436,"04/01/97 00:00:00",290000033,7,0,112300,0,0,1410,3887,13883,0,596505,0,0,-25643046,0,0,0,"","09/01/21 18:08:36"
"9712",435,"04/01/97 00:00:00",290000032,7,0,112300,0,3114420,7926,13659,26778,0,697903,0,0,-23217634,0,0,0,"","09/01/21 18:08:36"
"9713",432,"04/01/97 00:00:00",290000029,7,0,110500,0,0,43662,221,19051,0,835098,0,393437,-20588469,0,0,0,"","09/01/21 18:08:36"
"9714",425,"04/01/97 00:00:00",1330000017,32,0,145000,0,0,0,0,210,0,7446,0,0,0,0,6408,0,"","09/01/21 18:08:36"
"9715",420,"04/01/97 00:00:00",1330000023,38,0,145000,0,0,4389,18048,4500,0,156543,74,125815,-3632,0,0,0,"","09/01/21 18:08:36"
"9716",433,"04/01/97 00:00:00",290000030,7,0,110500,0,0,26936,2968,19904,0,889358,0,904637,-41230403,0,0,0,"","09/01/21 18:08:36"
"9717",960,"12/01/95 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9718",938,"12/01/95 00:00:00",1330000015,32,0,145000,69586,0,0,1932,217,0,34546,0,0,0,0,72,0,"","09/01/21 18:08:36"
"9719",924,"12/01/95 00:00:00",2830000002,30,0,145000,813678,0,0,0,0,0,2403,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9720",955,"12/01/95 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9721",941,"12/01/95 00:00:00",290000024,4,0,112300,10009,293006,9839,7370,2527,0,168531,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9722",1313,"02/01/96 00:00:00",290000033,7,0,112300,0,0,2010,8525,15558,0,558040,0,0,-24523852,0,0,0,"","09/01/21 18:08:36"
"9723",2745,"03/01/96 00:00:00",1330000010,29,0,145000,50006,0,1393,0,310,0,5822,-110,59671,-1958,292,0,0,"","09/01/21 18:08:36"
"9724",1478,"02/01/96 00:00:00",1330000005,27,0,145000,0,0,0,0,203,0,32532,0,0,-35900,0,0,0,"","09/01/21 18:08:36"
"9725",1290,"02/01/96 00:00:00",290000022,23,0,110500,35437,4356694,0,8610,21257,0,702021,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9726",1303,"02/01/96 00:00:00",290000024,4,0,112300,9578,265491,651,1781,2364,0,158597,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9727",1296,"02/01/96 00:00:00",1330000022,38,0,145000,0,0,144,8765,5800,0,190769,21573,0,-7350,0,0,0,"","09/01/21 18:08:36"
"9728",2905,"03/01/96 00:00:00",1330000018,15,0,129000,8632,0,0,0,0,0,116,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9729",2742,"03/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1958,0,1958,0,0,240,0,"","09/01/21 18:08:36"
"9730",2895,"03/01/96 00:00:00",2.9e+08,6,0,110500,1064499,206545070,0,0,32711,0,6372771,0,239086566,-25319831,0,0,0,"","09/01/21 18:08:36"
"9731",186,"04/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1815,0,1815,0,0,0,0,"","09/01/21 18:08:36"
"9732",180,"04/01/96 00:00:00",2830000001,21,0,110500,2893068,0,0,0,0,0,15990,2101,0,0,0,0,0,"","09/01/21 18:08:36"
"9733",204,"04/01/96 00:00:00",1330000015,32,0,145000,0,0,0,464,210,0,23622,0,0,0,0,21125,0,"","09/01/21 18:08:36"
"9734",207,"04/01/96 00:00:00",290000024,4,0,112300,891,4676,0,1664,1184,0,45875,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9735",211,"04/01/96 00:00:00",290000007,7,0,110500,2996396,15380656,35920,17170,23211,0,3024432,0,23158855,-1681070,2996396,0,0,"","09/01/21 18:08:36"
"9736",212,"04/01/96 00:00:00",290000028,7,0,110500,0,0,27432,16617,31640,0,722705,0,267353,-53540748,0,0,0,"","09/01/21 18:08:36"
"9737",3058,"05/01/96 00:00:00",1330000010,29,0,145000,90933,0,4102,0,310,0,6764,-4124,99474,-887,602,0,0,"","09/01/21 18:08:36"
"9738",3054,"05/01/96 00:00:00",1330000007,27,0,145000,0,0,0,0,217,0,14555,0,0,-34999,0,0,0,"","09/01/21 18:08:36"
"9739",3087,"05/01/96 00:00:00",290000009,9,0,110500,145550,7020681,629,1147,15418,0,675738,0,0,0,145550,0,0,"","09/01/21 18:08:36"
"9740",2554,"06/01/96 00:00:00",1330000008,28,0,145000,0,0,0,0,0,0,1568,0,1568,0,0,0,0,"","09/01/21 18:08:36"
"9741",30939,"09/01/07 00:00:00",1.33e+09,38,0,145000,675,0,2202,0,750,0,16586,286,112650,-92149,0,16049,0,"","10/19/07 00:00:00"
"9742",2362,"06/01/96 00:00:00",2.9e+08,6,0,110500,928928,179374114,0,193,31998,0,5554085,0,211034151,-22468778,0,0,0,"","09/01/21 18:08:36"
"9743",1979,"07/01/96 00:00:00",2830000004,26,0,134200,5005917,0,0,2307,114,0,24160,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9744",1962,"07/01/96 00:00:00",1330000012,13,0,129000,839796,0,0,56,0,0,27758,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9745",539,"08/01/96 00:00:00",1330000002,35,0,145000,0,3044363,1454,1246,156,0,121570,13790,0,0,0,2957510,0,"","09/01/21 18:08:36"
"9746",515,"08/01/96 00:00:00",1330000022,38,0,145000,0,0,42,7631,6200,0,196295,21176,0,-8836,0,0,0,"","09/01/21 18:08:36"
"9747",532,"08/01/96 00:00:00",290000033,7,0,112300,0,0,0,5750,31694,0,545655,0,0,-24445374,0,0,0,"","09/01/21 18:08:36"
"9748",632,"08/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,3252,0,3252,0,0,0,0,"","09/01/21 18:08:36"
"9749",4374,"09/01/96 00:00:00",1330000024,17,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9750",4375,"09/01/96 00:00:00",1330000019,16,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9751",4021,"10/01/96 00:00:00",1330000005,27,0,145000,0,0,570,28,217,0,35813,0,0,-55488,0,232,0,"","09/01/21 18:08:36"
"9752",3933,"10/01/96 00:00:00",1330000015,32,0,145000,0,0,0,322,217,0,17136,0,0,0,0,1207,0,"","09/01/21 18:08:36"
"9753",3930,"10/01/96 00:00:00",1330000023,38,0,145000,0,0,400,22352,4650,0,223839,848,176538,-5279,0,0,0,"","09/01/21 18:08:36"
"9754",3936,"10/01/96 00:00:00",290000024,4,0,112300,15540,536756,350,638,2615,0,273519,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9755",3954,"10/01/96 00:00:00",230000003,19,0,131300,98655,0,0,0,0,0,768,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9756",3955,"10/01/96 00:00:00",1330000028,18,0,114700,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09/01/21 18:08:36"
"9757",3406,"11/01/96 00:00:00",1330000009,27,0,145000,0,0,0,0,0,0,5646,0,5646,0,0,0,0,"","09/01/21 18:08:36"
"9758",3403,"11/01/96 00:00:00",1330000007,27,0,145000,0,0,590,0,210,0,14763,0,0,-18378,0,0,0,"","09/01/21 18:08:36"
"9759",3413,"11/01/96 00:00:00",290000023,24,0,110500,0,0,0,2194,16654,0,890638,0,0,0,0,0,0,"","09/01/21 18:08:36"
